igre,disciplina,mesto,drzava,ime,rezultat 
Turin 2006,1500m-men,23,RUS,Yevgeny Lalenkov,00:01:49.000
Turin 2006,1500m-men,24,JPN,Teruhiro Sugimori,00:01:49.510
Turin 2006,1500m-men,24,FIN,Risto Rosendahl,00:01:49.510
Turin 2006,1500m-men,26,GER,Stefan Heythausen,00:01:49.580
Turin 2006,1500m-men,27,CAN,Justin Warsylewicz,00:01:49.770
Turin 2006,1500m-men,28,KOR,Jin Woo Lee,00:01:49.850
Turin 2006,1500m-men,29,ITA,Matteo Anesi,00:01:49.880
Turin 2006,1500m-men,30,CHN,Xuefeng Gao,00:01:49.910
Turin 2006,1500m-men,31,GER,Tobias Schneider,00:01:50.180
Turin 2006,1500m-men,32,RUS,Aleksandr Kibalko,00:01:50.290
Turin 2006,1500m-men,33,SWE,Johan Rojler,00:01:50.500
Turin 2006,1500m-men,34,JPN,Yusuke Imai,00:01:50.560
Turin 2006,1500m-men,35,JPN,Takahiro Ushiyama,00:01:50.590
Turin 2006,1500m-men,36,GER,Robert Lehmann,00:01:51.040
Turin 2006,1500m-men,37,GER,Jorg Dallmann,00:01:51.320
Turin 2006,1500m-men,38,JPN,Takaharu Nakajima,00:01:51.610
Turin 2006,1500m-men,39,KAZ,Aleksey Belyayev,00:01:52.200
Turin 2006,1500m-men,40,CHN,Changyu Li,00:01:53.320
Turin 2006,1500m-women,1,CAN,Cindy Klassen,00:01:55.270
Turin 2006,1500m-women,2,CAN,Kristina Groves,00:01:56.740
Turin 2006,1500m-women,3,NED,Ireen Wüst,00:01:56.900
Turin 2006,1500m-women,4,GER,Anni Friesinger,00:01:57.310
Turin 2006,1500m-women,5,ITA,Chiara Simionato,00:01:58.760
Turin 2006,1500m-women,6,RUS,Yekaterina Lobysheva,00:01:58.870
Turin 2006,1500m-women,7,CAN,Christine Nesbitt,00:01:59.150
Turin 2006,1500m-women,8,USA,Jennifer Rodriguez,00:01:59.300
Turin 2006,1500m-women,9,NED,Renate Groenewold,00:01:59.330
Turin 2006,1500m-women,10,GER,Daniela Anschuetz,00:01:59.740
Turin 2006,1500m-women,11,POL,Katarzyna Bachleda Curus,00:01:59.960
Turin 2006,1500m-women,12,CHN,Fei Wang,00:02:00.130
Turin 2006,1500m-women,13,NED,Paulien Van Deutekom,00:02:00.150
Turin 2006,1500m-women,14,NED,Marianne Timmer,00:02:00.450
Turin 2006,1500m-women,15,JPN,Maki Tabata,00:02:00.770
Turin 2006,1500m-women,16,KOR,Ju Youn Lee,00:02:00.850
Turin 2006,1500m-women,17,NOR,Annette Bjelkevik,00:02:01.030
Turin 2006,1500m-women,18,USA,Catherine Raney Norman,00:02:01.170
Turin 2006,1500m-women,19,NOR,Maren Haugli,00:02:01.220
Turin 2006,1500m-women,20,RUS,Varvara Barysheva,00:02:01.600
Turin 2006,1500m-women,21,RUS,Yekaterina Abramova,00:02:01.630
Turin 2006,1500m-women,22,JPN,Eriko Ishino,00:02:01.850
Turin 2006,1500m-women,22,CHN,Jia Ji,00:02:01.850
Turin 2006,1500m-women,24,USA,Maria Lamb,00:02:02.120
Turin 2006,1500m-women,25,RUS,Valentina Yakshina,00:02:02.150
Turin 2006,1500m-women,26,NOR,Hedvig Bjelkevik,00:02:02.160
Turin 2006,1500m-women,27,AUT,Anna Natalia Rokita,00:02:02.190
Turin 2006,1500m-women,28,CAN,Shannon Rempel,00:02:02.240
Turin 2006,1500m-women,29,JPN,Nami Nemoto,00:02:02.340
Turin 2006,1500m-women,30,GER,Lucille Opitz,00:02:02.750
Turin 2006,1500m-women,31,ITA,Adelia Marra,00:02:03.070
Turin 2006,1500m-women,32,KOR,Seon Yeong Noh,00:02:03.350
Turin 2006,1500m-women,33,JPN,Hiromi Otsu,00:02:04.770
Turin 2006,1500m-women,34,CHN,Xiaolei Zhang,00:02:05.750
Turin 2006,1500m-women,35,ROU,Daniela Oltean,00:02:09.240
Turin 2006,3000m-women,1,NED,Ireen Wüst,00:04:02.430
Turin 2006,3000m-women,2,NED,Renate Groenewold,00:04:03.480
Turin 2006,3000m-women,3,CAN,Cindy Klassen,00:04:04.370
Turin 2006,3000m-women,4,GER,Anni Friesinger,00:04:04.590
Turin 2006,3000m-women,5,GER,Claudia Pechstein,00:04:05.540
Turin 2006,3000m-women,6,GER,Daniela Anschuetz,00:04:06.890
Turin 2006,3000m-women,7,CZE,Martina Sablikova,00:04:08.420
Turin 2006,3000m-women,8,CAN,Kristina Groves,00:04:09.030
Turin 2006,3000m-women,9,CAN,Clara Hughes,00:04:09.170
Turin 2006,3000m-women,10,POL,Katarzyna Bachleda Curus,00:04:09.610
Turin 2006,3000m-women,11,USA,Catherine Raney Norman,00:04:10.440
Turin 2006,3000m-women,12,CHN,Fei Wang,00:04:10.550
Turin 2006,3000m-women,13,JPN,Eriko Ishino,00:04:11.210
Turin 2006,3000m-women,14,JPN,Maki Tabata,00:04:12.380
Turin 2006,3000m-women,15,NOR,Maren Haugli,00:04:12.500
Turin 2006,3000m-women,16,AUT,Anna Natalia Rokita,00:04:12.870
Turin 2006,3000m-women,17,NED,Moniek Kleinsman,00:04:13.810
Turin 2006,3000m-women,18,RUS,Svetlana Vysokova,00:04:13.940
Turin 2006,3000m-women,19,KOR,Seon Yeong Noh,00:04:15.680
Turin 2006,3000m-women,20,ITA,Adelia Marra,00:04:16.270
Turin 2006,3000m-women,20,JPN,Eriko Seo,00:04:16.270
Turin 2006,3000m-women,22,USA,Margaret Crowley,00:04:17.370
Turin 2006,3000m-women,23,NOR,Annette Bjelkevik,00:04:17.570
Turin 2006,3000m-women,24,RUS,Valentina Yakshina,00:04:19.430
Turin 2006,3000m-women,25,CHN,Jia Ji,00:04:21.060
Turin 2006,3000m-women,26,ROU,Daniela Oltean,00:04:23.340
Turin 2006,3000m-women,27,USA,Kristine Holzer,00:04:26.600
Turin 2006,3000m-women,28,KAZ,Nataliya Rybakova,00:04:38.760
Turin 2006,5000m-men,1,USA,Chad Hedrick,00:06:14.680
Turin 2006,5000m-men,2,NED,Sven Kramer,00:06:16.400
Turin 2006,5000m-men,3,ITA,Enrico Fabris,00:06:18.250
Turin 2006,5000m-men,4,NED,Carl Verheijen,00:06:18.840
Turin 2006,5000m-men,5,CAN,Arne Dankers,00:06:21.260
Turin 2006,5000m-men,6,NED,Bob Johannes Carolus De Jong,00:06:22.120
Turin 2006,5000m-men,7,USA,Shani Davis,00:06:23.080
Turin 2006,5000m-men,8,NOR,Øystein Grødum,00:06:24.210
Turin 2006,5000m-men,9,NOR,Lasse Saetre,00:06:25.150
Turin 2006,5000m-men,10,NOR,Eskil Ervik,00:06:26.910
Turin 2006,5000m-men,11,RUS,Ivan Skobrev,00:06:27.020
Turin 2006,5000m-men,12,SWE,Johan Rojler,00:06:29.240
Turin 2006,5000m-men,13,BEL,Bart Veldkamp,00:06:32.020
Turin 2006,5000m-men,14,ITA,Ippolito Sanfratello,00:06:32.580
Turin 2006,5000m-men,15,RUS,Artyom Detyshev,00:06:32.850
Turin 2006,5000m-men,16,ITA,Stefano Donagrandi,00:06:33.450
Turin 2006,5000m-men,17,RUS,Yury Kokhanets,00:06:34.620
Turin 2006,5000m-men,18,POL,Pawel Zygmunt,00:06:35.010
Turin 2006,5000m-men,19,USA,K C Boutiette,00:06:37.290
Turin 2006,5000m-men,20,GER,Jens Boden,00:06:38.340
Turin 2006,5000m-men,21,JPN,Kesato Miyazaki,00:06:40.030
Turin 2006,5000m-men,22,CAN,Steven Elm,00:06:41.530
Turin 2006,5000m-men,23,KAZ,Dmitry Babenko,00:06:42.250
Turin 2006,5000m-men,24,CAN,Justin Warsylewicz,00:06:43.740
Turin 2006,5000m-men,25,CHN,Xuefeng Gao,00:06:44.780
Turin 2006,5000m-men,26,ROU,Claudiu Grozea,00:06:50.290
Turin 2006,5000m-men,27,JPN,Takahiro Ushiyama,00:06:51.530
Turin 2006,5000m-men,28,KOR,Sang Yeop Yeo,00:06:58.130
Turin 2006,5000m-women,1,CAN,Clara Hughes,00:06:59.070
Turin 2006,5000m-women,2,GER,Claudia Pechstein,00:07:00.080
Turin 2006,5000m-women,3,CAN,Cindy Klassen,00:07:00.570
Turin 2006,5000m-women,4,CZE,Martina Sablikova,00:07:01.380
Turin 2006,5000m-women,5,GER,Daniela Anschuetz,00:07:02.820
Turin 2006,5000m-women,6,CAN,Kristina Groves,00:07:03.950
Turin 2006,5000m-women,7,USA,Catherine Raney Norman,00:07:04.910
Turin 2006,5000m-women,8,NOR,Maren Haugli,00:07:06.080
Turin 2006,5000m-women,9,NED,Renate Groenewold,00:07:11.320
Turin 2006,5000m-women,10,NED,Carien Kleibeuker,00:07:12.180
Turin 2006,5000m-women,11,JPN,Eriko Ishino,00:07:12.480
Turin 2006,5000m-women,12,AUT,Anna Natalia Rokita,00:07:16.750
Turin 2006,5000m-women,13,JPN,Maki Tabata,00:07:18.050
Turin 2006,5000m-women,14,GER,Lucille Opitz,00:07:18.060
Turin 2006,5000m-women,15,CHN,Fei Wang,00:07:22.900
Turin 2006,5000m-women,16,POL,Katarzyna Bachleda Curus,00:07:28.090
Turin 2006,10000m-men,1,NED,Bob Johannes Carolus De Jong,00:13:01.570
Turin 2006,10000m-men,2,USA,Chad Hedrick,00:13:05.400
Turin 2006,10000m-men,3,NED,Carl Verheijen,00:13:08.800
Turin 2006,10000m-men,4,NOR,Øystein Grødum,00:13:12.580
Turin 2006,10000m-men,5,NOR,Lasse Saetre,00:13:12.930
Turin 2006,10000m-men,6,RUS,Ivan Skobrev,00:13:17.540
Turin 2006,10000m-men,7,NED,Sven Kramer,00:13:18.140
Turin 2006,10000m-men,8,ITA,Enrico Fabris,00:13:21.540
Turin 2006,10000m-men,9,CAN,Arne Dankers,00:13:23.550
Turin 2006,10000m-men,10,SWE,Johan Rojler,00:13:29.500
Turin 2006,10000m-men,11,NOR,Eskil Ervik,00:13:37.620
Turin 2006,10000m-men,12,ITA,Ippolito Sanfratello,00:13:41.910
Turin 2006,10000m-men,13,ITA,Stefano Donagrandi,00:13:47.670
Turin 2006,10000m-men,14,BEL,Bart Veldkamp,00:13:48.120
Turin 2006,10000m-men,15,USA,Charles Ryan Leveille Cox,00:14:14.810
Vancouver 2010,1000m-men,1,USA,Shani Davis,00:01:08.940
Vancouver 2010,1000m-men,2,KOR,Tae Bum Mo,00:01:09.120
Vancouver 2010,1000m-men,3,USA,Chad Hedrick,00:01:09.320
Vancouver 2010,1000m-men,4,NED,Stefan Groothuis,00:01:09.450
Vancouver 2010,1000m-men,5,NED,Mark Tuitert,00:01:09.480
Vancouver 2010,1000m-men,6,NED,Simon Kuipers,00:01:09.650
Vancouver 2010,1000m-men,7,USA,Nick Pearson,00:01:09.790
Vancouver 2010,1000m-men,8,FIN,Mika Poutala,00:01:09.850
Vancouver 2010,1000m-men,9,KOR,Kyou Hyuk Lee,00:01:09.920
Vancouver 2010,1000m-men,10,USA,Trevor Marsicano,00:01:10.110
Vancouver 2010,1000m-men,11,RUS,Yevgeny Lalenkov,00:01:10.140
Vancouver 2010,1000m-men,12,NED,Jan Bos,00:01:10.290
Vancouver 2010,1000m-men,13,CAN,Denny Morrison,00:01:10.300
Vancouver 2010,1000m-men,14,CAN,Jeremy Wotherspoon,00:01:10.350
Vancouver 2010,1000m-men,15,NOR,Mikael Flygind Larsen,00:01:10.380
Vancouver 2010,1000m-men,16,GER,Samuel Schwarz,00:01:10.450
Vancouver 2010,1000m-men,17,JPN,Tadashi Obara,00:01:10.510
Vancouver 2010,1000m-men,18,KOR,Joon Mun,00:01:10.680
Vancouver 2010,1000m-men,19,NOR,Havard Bokko,00:01:10.730
Vancouver 2010,1000m-men,20,CAN,François Olivier Roberge,00:01:10.750
Vancouver 2010,1000m-men,21,RUS,Dmitry Lobkov,00:01:10.795
Vancouver 2010,1000m-men,22,RUS,Aleksey Yesin,00:01:10.797
Vancouver 2010,1000m-men,23,KAZ,Denis Kuzin,00:01:10.880
Vancouver 2010,1000m-men,24,CAN,Kyle Parrot,00:01:10.890
Vancouver 2010,1000m-men,25,GER,Nico Ihle,00:01:11.040
Vancouver 2010,1000m-men,26,JPN,Teruhiro Sugimori,00:01:11.130
Vancouver 2010,1000m-men,27,POL,Konrad Niedzwiedzki,00:01:11.240
Vancouver 2010,1000m-men,28,KAZ,Roman Krech,00:01:11.270
Vancouver 2010,1000m-men,29,JPN,Ryohei Haga,00:01:11.460
Vancouver 2010,1000m-men,30,ITA,Matteo Anesi,00:01:11.510
Vancouver 2010,1000m-men,31,CHN,Nan Wang,00:01:11.820
Vancouver 2010,1000m-men,32,POL,Maciej Ustynowicz,00:01:12.100
Vancouver 2010,1000m-men,33,ITA,Ermanno Ioriatti,00:01:12.150
Vancouver 2010,1000m-men,34,FIN,Tuomas Nieminen,00:01:12.260
Vancouver 2010,1000m-men,35,NOR,Christoffer Fagerli Rukke,00:01:12.310
Vancouver 2010,1000m-men,36,KOR,Ki Ho Lee,00:01:12.330
Vancouver 2010,1000m-men,37,JPN,Keiichiro Nagashima,00:01:12.710
Vancouver 2010,1000m-men,38,RUS,Aleksandr Lebedev,00:01:12.780
Vancouver 2010,1000m-women,1,CAN,Christine Nesbitt,00:01:16.560
Vancouver 2010,1000m-women,2,NED,Annette Gerritsen,00:01:16.580
Vancouver 2010,1000m-women,3,NED,Laurine Van Riessen,00:01:16.720
Vancouver 2010,1000m-women,4,CAN,Kristina Groves,00:01:16.780
Vancouver 2010,1000m-women,5,JPN,Nao Kodaira,00:01:16.800
Vancouver 2010,1000m-women,6,NED,Margot Boer,00:01:16.940
Vancouver 2010,1000m-women,7,USA,Jennifer Rodriguez,00:01:17.080
Vancouver 2010,1000m-women,8,NED,Ireen Wüst,00:01:17.280
Vancouver 2010,1000m-women,9,USA,Heather Bergsma,00:01:17.370
Vancouver 2010,1000m-women,10,NOR,Hege Bokko,00:01:17.430
Vancouver 2010,1000m-women,11,RUS,Ekaterina Shikhova,00:01:17.460
Vancouver 2010,1000m-women,12,CZE,Karolina Erbanova,00:01:17.530
Vancouver 2010,1000m-women,13,PRK,Hyon Suk Ko,00:01:17.630
Vancouver 2010,1000m-women,14,GER,Anni Friesinger,00:01:17.710
Vancouver 2010,1000m-women,15,JPN,Sayuri Yoshii,00:01:17.810
Vancouver 2010,1000m-women,16,KAZ,Yekaterina Aydova,00:01:17.850
Vancouver 2010,1000m-women,17,GER,Jenny Wolf,00:01:17.910
Vancouver 2010,1000m-women,18,CHN,Peiyu Jing,00:01:17.970
Vancouver 2010,1000m-women,19,ITA,Chiara Simionato,00:01:18.020
Vancouver 2010,1000m-women,20,RUS,Olga Fatkulina,00:01:18.130
Vancouver 2010,1000m-women,21,CAN,Shannon Rempel,00:01:18.174
Vancouver 2010,1000m-women,22,GER,Monique Angermuller,00:01:18.179
Vancouver 2010,1000m-women,23,KOR,Sang Hwa Lee,00:01:18.240
Vancouver 2010,1000m-women,24,CHN,Beixing Wang,00:01:18.300
Vancouver 2010,1000m-women,25,CAN,Brittany Schussler,00:01:18.310
Vancouver 2010,1000m-women,26,USA,Elli Ochowicz,00:01:18.330
Vancouver 2010,1000m-women,27,RUS,Yekaterina Malysheva,00:01:18.560
Vancouver 2010,1000m-women,28,RUS,Yekaterina Lobysheva,00:01:18.785
Vancouver 2010,1000m-women,29,USA,Rebekah Bradford,00:01:18.788
Vancouver 2010,1000m-women,30,AUS,Sophie Muir,00:01:18.790
Vancouver 2010,1000m-women,31,POL,Katarzyna Bachleda Curus,00:01:19.000
Vancouver 2010,1000m-women,32,CHN,Jing Yu,00:01:19.130
Vancouver 2010,1000m-women,33,CHN,Hui Ren,00:01:19.180
Vancouver 2010,1000m-women,34,JPN,Tomomi Okazaki,00:01:19.410
Vancouver 2010,1000m-women,35,JPN,Miho Takagi,00:01:19.530
Vancouver 2010,1500m-men,1,NED,Mark Tuitert,00:01:45.570
Vancouver 2010,1500m-men,2,USA,Shani Davis,00:01:46.100
Vancouver 2010,1500m-men,3,NOR,Havard Bokko,00:01:46.130
Vancouver 2010,1500m-men,4,RUS,Ivan Skobrev,00:01:46.420
Vancouver 2010,1500m-men,5,KOR,Tae Bum Mo,00:01:46.470
Vancouver 2010,1500m-men,6,USA,Chad Hedrick,00:01:46.690
Vancouver 2010,1500m-men,7,NED,Simon Kuipers,00:01:46.760
Vancouver 2010,1500m-men,8,NOR,Mikael Flygind Larsen,00:01:46.770
Vancouver 2010,1500m-men,9,CAN,Denny Morrison,00:01:46.930
Vancouver 2010,1500m-men,10,ITA,Enrico Fabris,00:01:47.020
Vancouver 2010,1500m-men,11,RUS,Yevgeny Lalenkov,00:01:47.060
Vancouver 2010,1500m-men,12,ITA,Matteo Anesi,00:01:47.340
Vancouver 2010,1500m-men,13,NED,Sven Kramer,00:01:47.400
Vancouver 2010,1500m-men,14,CAN,Mathieu Giroux,00:01:47.620
Vancouver 2010,1500m-men,15,USA,Trevor Marsicano,00:01:47.840
Vancouver 2010,1500m-men,16,NED,Stefan Groothuis,00:01:48.030
Vancouver 2010,1500m-men,17,POL,Konrad Niedzwiedzki,00:01:48.150
Vancouver 2010,1500m-men,18,USA,Brian Hansen,00:01:48.450
Vancouver 2010,1500m-men,19,CAN,Lucas Makowsky,00:01:48.610
Vancouver 2010,1500m-men,20,NOR,Christoffer Fagerli Rukke,00:01:48.620
Vancouver 2010,1500m-men,21,RUS,Aleksey Yesin,00:01:48.650
Vancouver 2010,1500m-men,22,KOR,Jong Woo Lee,00:01:49.000
Vancouver 2010,1500m-men,23,KAZ,Denis Kuzin,00:01:49.050
Vancouver 2010,1500m-men,24,SWE,Joel Eriksson,00:01:49.080
Vancouver 2010,1500m-men,25,SWE,Daniel Friberg,00:01:49.130
Vancouver 2010,1500m-men,26,JPN,Teruhiro Sugimori,00:01:49.190
Vancouver 2010,1500m-men,27,POL,Zbigniew Brodka,00:01:49.450
Vancouver 2010,1500m-men,28,SWE,Johan Rojler,00:01:49.500
Vancouver 2010,1500m-men,29,NOR,Fredrik Van Der Horst,00:01:49.580
Vancouver 2010,1500m-men,30,JPN,Shingo Doi,00:01:49.770
Vancouver 2010,1500m-men,31,KOR,Hong Sun Ha,00:01:49.930
Vancouver 2010,1500m-men,32,GER,Samuel Schwarz,00:01:50.070
Vancouver 2010,1500m-men,33,FRA,Pascal Briand,00:01:50.710
Vancouver 2010,1500m-men,34,CHN,Xuefeng Gao,00:01:50.780
Vancouver 2010,1500m-men,35,CHN,Longjiang Sun,00:01:51.300
Vancouver 2010,1500m-men,36,RUS,Aleksandr Lebedev,00:01:52.090
Vancouver 2010,1500m-men,37,CAN,Kyle Parrot,00:01:52.670
Vancouver 2010,1500m-women,1,NED,Ireen Wüst,00:01:56.890
Vancouver 2010,1500m-women,2,CAN,Kristina Groves,00:01:57.140
Vancouver 2010,1500m-women,3,CZE,Martina Sablikova,00:01:57.960
Vancouver 2010,1500m-women,4,NED,Margot Boer,00:01:58.100
Vancouver 2010,1500m-women,5,JPN,Nao Kodaira,00:01:58.200
Vancouver 2010,1500m-women,6,CAN,Christine Nesbitt,00:01:58.330
Vancouver 2010,1500m-women,7,NED,Annette Gerritsen,00:01:58.460
Vancouver 2010,1500m-women,8,RUS,Ekaterina Shikhova,00:01:58.540
Vancouver 2010,1500m-women,9,GER,Anni Friesinger,00:01:58.670
Vancouver 2010,1500m-women,10,GER,Daniela Anschuetz,00:01:58.850
Vancouver 2010,1500m-women,11,RUS,Yekaterina Lobysheva,00:01:59.010
Vancouver 2010,1500m-women,12,RUS,Alla Shabanova,00:01:59.350
Vancouver 2010,1500m-women,13,GER,Monique Angermuller,00:01:59.460
Vancouver 2010,1500m-women,14,NOR,Hege Bokko,00:01:59.520
Vancouver 2010,1500m-women,15,POL,Katarzyna Bachleda Curus,00:01:59.530
Vancouver 2010,1500m-women,16,USA,Heather Bergsma,00:01:59.560
Vancouver 2010,1500m-women,17,NED,Laurine Van Riessen,00:01:59.790
Vancouver 2010,1500m-women,18,USA,Jennifer Rodriguez,00:02:00.080
Vancouver 2010,1500m-women,19,JPN,Maki Tabata,00:02:00.120
Vancouver 2010,1500m-women,20,CHN,Fei Wang,00:02:00.650
Vancouver 2010,1500m-women,21,CAN,Cindy Klassen,00:02:00.670
Vancouver 2010,1500m-women,22,GER,Isabell Ost,00:02:01.690
Vancouver 2010,1500m-women,23,JPN,Miho Takagi,00:02:01.860
Vancouver 2010,1500m-women,24,USA,Jilleanne Rookard,00:02:01.950
Vancouver 2010,1500m-women,25,CZE,Karolina Erbanova,00:02:02.010
Vancouver 2010,1500m-women,26,JPN,Sayuri Yoshii,00:02:02.260
Vancouver 2010,1500m-women,27,ITA,Chiara Simionato,00:02:02.380
Vancouver 2010,1500m-women,28,AUT,Anna Natalia Rokita,00:02:02.670
Vancouver 2010,1500m-women,29,KAZ,Yekaterina Aydova,00:02:02.810
Vancouver 2010,1500m-women,30,KOR,Seon Yeong Noh,00:02:02.840
Vancouver 2010,1500m-women,31,USA,Catherine Raney Norman,00:02:03.020
Vancouver 2010,1500m-women,32,RUS,Yekaterina Abramova,00:02:03.190
Vancouver 2010,1500m-women,33,KOR,Ju Youn Lee,00:02:03.670
Vancouver 2010,1500m-women,34,POL,Luisa Zlotkowska,00:02:04.010
Vancouver 2010,1500m-women,35,CAN,Brittany Schussler,00:02:04.170
Vancouver 2010,1500m-women,36,POL,Natalia Czerwonka,00:02:05.000
Vancouver 2010,3000m-women,1,CZE,Martina Sablikova,00:04:02.530
Vancouver 2010,3000m-women,2,GER,Stephanie Beckert,00:04:04.620
Vancouver 2010,3000m-women,3,CAN,Kristina Groves,00:04:04.840
Vancouver 2010,3000m-women,4,GER,Daniela Anschuetz,00:04:04.870
Vancouver 2010,3000m-women,5,CAN,Clara Hughes,00:04:06.010
Vancouver 2010,3000m-women,6,JPN,Masako Hozumi,00:04:07.360
Vancouver 2010,3000m-women,7,NED,Ireen Wüst,00:04:08.090
Vancouver 2010,3000m-women,8,NOR,Maren Haugli,00:04:10.010
Vancouver 2010,3000m-women,9,USA,Nancy Swider Pelz Jr.,00:04:11.160
Vancouver 2010,3000m-women,10,NED,Renate Groenewold,00:04:11.250
Vancouver 2010,3000m-women,11,NED,Diane Valkenburg,00:04:11.710
Vancouver 2010,3000m-women,12,USA,Jilleanne Rookard,00:04:13.050
Vancouver 2010,3000m-women,13,GER,Katrin Mattscherodt,00:04:13.720
Vancouver 2010,3000m-women,14,CAN,Cindy Klassen,00:04:15.530
Vancouver 2010,3000m-women,15,JPN,Shiho Ishizawa,00:04:15.620
Vancouver 2010,3000m-women,16,AUT,Anna Natalia Rokita,00:04:16.420
Vancouver 2010,3000m-women,17,USA,Catherine Raney Norman,00:04:16.590
Vancouver 2010,3000m-women,18,RUS,Svetlana Vysokova,00:04:16.910
Vancouver 2010,3000m-women,19,KOR,Seon Yeong Noh,00:04:17.360
Vancouver 2010,3000m-women,20,RUS,Galina Likhachova,00:04:17.630
Vancouver 2010,3000m-women,21,JPN,Eri Natori,00:04:18.180
Vancouver 2010,3000m-women,22,CHN,Fei Wang,00:04:18.420
Vancouver 2010,3000m-women,23,KOR,Ju Youn Lee,00:04:18.870
Vancouver 2010,3000m-women,24,POL,Luisa Zlotkowska,00:04:19.130
Vancouver 2010,3000m-women,25,CHN,Chunyan Fu,00:04:20.620
Vancouver 2010,3000m-women,26,KOR,Do Yeong Park,00:04:20.920
Vancouver 2010,3000m-women,27,DEN,Catherine Grage,00:04:20.930
Vancouver 2010,3000m-women,28,POL,Katarzyna Wozniak,00:04:22.350
Vancouver 2010,5000m-men,1,NED,Sven Kramer,00:06:14.600
Vancouver 2010,5000m-men,2,KOR,Seung Hoon Lee,00:06:16.950
Vancouver 2010,5000m-men,3,RUS,Ivan Skobrev,00:06:18.050
Vancouver 2010,5000m-men,4,NOR,Havard Bokko,00:06:18.800
Vancouver 2010,5000m-men,5,NED,Bob Johannes Carolus De Jong,00:06:19.020
Vancouver 2010,5000m-men,6,FRA,Alexis Contin,00:06:19.580
Vancouver 2010,5000m-men,7,ITA,Enrico Fabris,00:06:20.530
Vancouver 2010,5000m-men,8,NOR,Henrik Christiansen,00:06:24.800
Vancouver 2010,5000m-men,9,NED,Jan Blokhuijsen,00:06:26.300
Vancouver 2010,5000m-men,10,NOR,Sverre Haugli,00:06:27.050
Vancouver 2010,5000m-men,11,USA,Chad Hedrick,00:06:27.070
Vancouver 2010,5000m-men,12,USA,Shani Davis,00:06:28.440
Vancouver 2010,5000m-men,13,CAN,Lucas Makowsky,00:06:28.710
Vancouver 2010,5000m-men,14,USA,Trevor Marsicano,00:06:30.930
Vancouver 2010,5000m-men,15,KAZ,Dmitry Babenko,00:06:31.190
Vancouver 2010,5000m-men,16,POL,Slawomir Chmura,00:06:33.200
Vancouver 2010,5000m-men,17,NZL,Shane Dobbin,00:06:33.380
Vancouver 2010,5000m-men,18,CAN,Denny Morrison,00:06:33.770
Vancouver 2010,5000m-men,19,JPN,Hiroki Hirako,00:06:33.900
Vancouver 2010,5000m-men,20,LAT,Haralds Silovs,00:06:35.690
Vancouver 2010,5000m-men,21,SWE,Johan Rojler,00:06:35.880
Vancouver 2010,5000m-men,22,GER,Patrick Beckert,00:06:36.020
Vancouver 2010,5000m-men,23,GER,Marco Weber,00:06:36.450
Vancouver 2010,5000m-men,24,SUI,Roger Schneider,00:06:39.290
Vancouver 2010,5000m-men,25,ITA,Luca Stefani,00:06:41.750
Vancouver 2010,5000m-men,26,GER,Robert Lehmann,00:06:43.770
Vancouver 2010,5000m-men,27,JPN,Shigeyuki Dejima,00:06:43.820
Vancouver 2010,5000m-women,1,CZE,Martina Sablikova,00:06:50.910
Vancouver 2010,5000m-women,2,GER,Stephanie Beckert,00:06:51.390
Vancouver 2010,5000m-women,3,CAN,Clara Hughes,00:06:55.730
Vancouver 2010,5000m-women,4,GER,Daniela Anschuetz,00:06:58.640
Vancouver 2010,5000m-women,5,NOR,Maren Haugli,00:07:02.190
Vancouver 2010,5000m-women,6,CAN,Kristina Groves,00:07:04.570
Vancouver 2010,5000m-women,7,JPN,Masako Hozumi,00:07:04.960
Vancouver 2010,5000m-women,8,USA,Jilleanne Rookard,00:07:07.480
Vancouver 2010,5000m-women,9,JPN,Shiho Ishizawa,00:07:12.230
Vancouver 2010,5000m-women,10,NED,Jorien Voorhuis,00:07:13.270
Vancouver 2010,5000m-women,11,NED,Elma De Vries,00:07:16.680
Vancouver 2010,5000m-women,12,CAN,Cindy Klassen,00:07:22.090
Vancouver 2010,5000m-women,13,RUS,Svetlana Vysokova,00:07:23.330
